"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"4513","Jissen Pachi-Slot Hisshouhou: Hokuto no Ken","PS2","2004","Misc","Sammy Corporation",0,0,1,0,1
"4514","FIFA Soccer 2005","XB","2004","Sports","Electronic Arts",0.33,0.6,0,0.04,0.97
"4515","ESPN NBA 2K5","XB","2004","Sports","Global Star",0.88,0.04,0,0.04,0.95
"4516","World Championship Poker","PS2","2004","Misc","Play It",0.8,0.03,0,0.13,0.95
"4517","Killzone","PS2","2004","Shooter","Sony Computer Entertainment",0.79,0.03,0,0.13,0.94
"4518","The SpongeBob SquarePants Movie","GC","2004","Platform","THQ",0.73,0.19,0,0.03,0.94
"4519","Crash City Mayhem","GBA","2004","Racing","THQ",0.67,0.25,0,0.02,0.93
"4520","Sonic Mega Collection Plus","XB","2004","Misc","Sega",0.61,0.26,0,0.04,0.91
"4521","MLB 2005","PS2","2004","Sports","Sony Computer Entertainment",0.44,0.35,0,0.12,0.9
"4522","X-Men Legends","XB","2004","Role-Playing","Activision",0.62,0.24,0,0.04,0.9
"4523","NBA Live 2005","XB","2004","Sports","Electronic Arts",0.81,0.05,0,0.04,0.9
"4524","Classic NES Series: The Legend of Zelda","GBA","2004","Adventure","Nintendo",0.46,0.17,0.24,0.02,0.89
"4525","Fire Emblem: The Sacred Stones","GBA","2004","Strategy","Nintendo",0.42,0.16,0.3,0.02,0.89
"4526","Metal Gear Ac!d","PSP","2004","Strategy","Konami Digital Entertainment",0.32,0.26,0.12,0.17,0.88
"4527","ESPN NHL 2K5","PS2","2004","Sports","Global Star",0.43,0.33,0,0.11,0.88
"4528","Tiger Woods PGA Tour 2005","XB","2004","Sports","Electronic Arts",0.64,0.18,0,0.03,0.85
"4529","Spider-Man 2","GC","2004","Action","Activision",0.65,0.17,0,0.02,0.84
"4530","The Incredibles","GC","2004","Action","THQ",0.65,0.17,0,0.02,0.84
"4531","ESPN College Hoops 2K5","PS2","2004","Sports","Sega",0.41,0.32,0,0.11,0.84
"4532","Metroid: Zero Mission","GBA","2004","Adventure","Nintendo",0.6,0.22,0,0.01,0.84
"4533","Lizzie McGuire 2: Lizzie Diaries","GBA","2004","Action","Disney Interactive Studios",0.6,0.22,0,0.01,0.83
"4534","The Legend of Zelda: Four Swords Adventures","GC","2004","Action","Nintendo",0.63,0.16,0,0.02,0.81
"4535","Tom Clancy's Rainbow Six 3","PS2","2004","Shooter","Ubisoft",0.4,0.31,0,0.1,0.81
"4536","Hitman: Contracts","PS2","2004","Shooter","Eidos Interactive",0.39,0.31,0,0.1,0.8
"4537","Prince of Persia: Warrior Within","XB","2004","Action","Ubisoft",0.48,0.28,0,0.04,0.8
"4538","Pokemon Dash","DS","2004","Racing","Nintendo",0.21,0.14,0.38,0.04,0.77
"4539","Driv3r","XB","2004","Racing","Atari",0.36,0.38,0,0.03,0.76
"4540","Syphon Filter: The Omega Strain","PS2","2004","Shooter","Sony Computer Entertainment",0.37,0.29,0,0.1,0.76
"4541","Mortal Kombat: Deception","XB","2004","Fighting","Midway Games",0.61,0.12,0,0.03,0.76
"4542","That's So Raven","GBA","2004","Adventure","Disney Interactive Studios",0.54,0.2,0,0.01,0.76
"4543","Shark Tale","PS2","2004","Action","Activision",0.37,0.29,0,0.1,0.75
"4544","Tony Hawk's Underground 2","XB","2004","Sports","Activision",0.48,0.24,0,0.03,0.75
"4545","Classic NES Series: Donkey Kong","GBA","2004","Platform","Nintendo",0.4,0.15,0.17,0.01,0.73
"4546","Full Spectrum Warrior","XB","2004","Strategy","THQ",0.54,0.16,0,0.03,0.73
"4547","Katamari Damacy","PS2","2004","Puzzle","Namco Bandai Games",0.47,0.02,0.17,0.08,0.73
"4548","Scooby-Doo 2: Monsters Unleashed","GBA","2004","Action","THQ",0.51,0.19,0,0.01,0.71
"4549","Power Rangers: Dino Thunder","PS2","2004","Action","THQ",0.35,0.27,0,0.09,0.71
"4550","Madden NFL 2005","GC","2004","Sports","Electronic Arts",0.54,0.14,0,0.02,0.7
"4551","Mafia","PS2","2004","Action","Illusion Softworks",0.34,0.27,0,0.09,0.7
"4552","Classic NES Series: Zelda II: The Adventure of Link","GBA","2004","Adventure","Nintendo",0.37,0.14,0.17,0.01,0.7
"4553","Mario Pinball Land","GBA","2004","Misc","Nintendo",0.5,0.18,0,0.01,0.69
"4554","Baldur's Gate: Dark Alliance II","PS2","2004","Role-Playing","Interplay",0.34,0.26,0,0.09,0.68
"4555","Shark Tale","GBA","2004","Action","Activision",0.49,0.18,0,0.01,0.68
"4556","NCAA Football 2005","XB","2004","Sports","Electronic Arts",0.63,0.02,0,0.03,0.68
"4557","Fight Night 2004","XB","2004","Fighting","Electronic Arts",0.51,0.15,0,0.02,0.68
"4558","Midway Arcade Treasures 2","PS2","2004","Misc","Midway Games",0.33,0.26,0,0.09,0.68
"4559","Fight Night Round 2004","XB","2004","Fighting","Electronic Arts",0.46,0.18,0,0.03,0.67
"4560","NFL Street","XB","2004","Sports","Electronic Arts",0.49,0.15,0,0.02,0.66
"4561","Strawberry Shortcake: Summertime Adventure","GBA","2004","Adventure","Majesco Entertainment",0.47,0.18,0,0.01,0.66
"4562","Street Fighter Anniversary Collection","PS2","2004","Fighting","Capcom",0.32,0.25,0,0.08,0.66
"4563","Suikoden IV","PS2","2004","Role-Playing","Konami Digital Entertainment",0.17,0.13,0.3,0.05,0.66
"4564","Disney's Kim Possible 2: Drakken's Demise","GBA","2004","Platform","Disney Interactive Studios",0.47,0.17,0,0.01,0.66
"4565","Yoshi Topsy-Turvy","GBA","2004","Platform","Nintendo",0.25,0.09,0.3,0.01,0.65
"4566","Crash Bandicoot Purple: Ripto's Rampage","GBA","2004","Platform","Vivendi Games",0.46,0.17,0,0.01,0.64
"4567","Spyro: A Hero's Tail","PS2","2004","Platform","Vivendi Games",0.32,0.25,0,0.08,0.64
"4568","Crash: Twinsanity","PS2","2004","Platform","Vivendi Games",0.32,0.25,0,0.08,0.64
"4569","GoldenEye: Rogue Agent","PS2","2004","Shooter","Electronic Arts",0.54,0.02,0,0.09,0.64
"4570","James Bond 007: Everything or Nothing","XB","2004","Shooter","Electronic Arts",0.43,0.19,0,0.02,0.64
"4571","Nicktoons Collection: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.46,0.17,0,0.01,0.64
"4572","SpongeBob SquarePants: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.46,0.17,0,0.01,0.64
"4573","Lemony Snicket's A Series of Unfortunate Events","PS2","2004","Platform","Activision",0.31,0.24,0,0.08,0.64
"4574","Dogz","GBA","2004","Simulation","Ubisoft",0.45,0.17,0,0.01,0.63
"4575","Tak 2: The Staff of Dreams","PS2","2004","Platform","THQ",0.3,0.24,0,0.08,0.62
"4576","The Urbz: Sims in the City","GBA","2004","Simulation","Electronic Arts",0.37,0.22,0,0.03,0.62
"4577","Strike Force Bowling","PS2","2004","Sports","Play It",0.3,0.24,0,0.08,0.62
"4578","XGRA: Extreme G-Racing Association","PS2","2004","Racing","Eidos Interactive",0.3,0.24,0,0.08,0.62
"4579","Dora the Explorer: Super Spies","GBA","2004","Platform","Gotham Games",0.44,0.16,0,0.01,0.61
"4580","Texas Hold 'Em Poker","GBA","2004","Misc","Majesco Entertainment",0.44,0.16,0,0.01,0.61
"4581","Dragon Ball Z: Buu's Fury","GBA","2004","Action","Atari",0.44,0.16,0,0.01,0.61
"4582","Monster Trucks","GBA","2004","Racing","Majesco Entertainment",0.43,0.16,0,0.01,0.6
"4583","Asphalt: Urban GT","DS","2004","Racing","Ubisoft",0.31,0.22,0,0.06,0.6
"4584","Hot Wheels: Stunt Track Challenge","PS2","2004","Racing","THQ",0.29,0.23,0,0.08,0.59
"4585","MVP Baseball 2004","XB","2004","Sports","Electronic Arts",0.44,0.13,0,0.02,0.59
"4586","Tales of Rebirth","PS2","2004","Role-Playing","Namco Bandai Games",0,0,0.59,0,0.59
"4587","Mega Man Anniversary Collection","PS2","2004","Platform","Capcom",0.29,0.22,0,0.08,0.59
"4588","The Lord of the Rings: The Third Age","PS2","2004","Role-Playing","Electronic Arts",0.49,0.02,0,0.08,0.58
"4589","Xenosaga Episode II: Jenseits von Gut und Böse","PS2","2004","Role-Playing","Sony Computer Entertainment",0.28,0.22,0,0.07,0.58
"4590","Shrek 2: Beg for Mercy","GBA","2004","Adventure","Activision",0.42,0.15,0,0.01,0.58
"4591","Spyro Orange: The Cortex Conspiracy","GBA","2004","Action","Vivendi Games",0.41,0.15,0,0.01,0.57
"4592","Naruto: Ultimate Ninja 2","PS2","2004","Fighting","Namco Bandai Games",0.47,0.02,0,0.08,0.57
"4593","Resident Evil Outbreak File #2","PS2","2004","Action","Capcom",0.19,0.15,0.17,0.05,0.57
"4594","Ms. Pac-Man Maze Madness","GBA","2004","Puzzle","Zoo Digital Publishing",0.4,0.15,0,0.01,0.56
"4595","Classic NES Series: Dr. Mario","GBA","2004","Puzzle","Nintendo",0.31,0.11,0.13,0.01,0.56
"4596","Yu-Gi-Oh! World Championship Tournament 2004","GBA","2004","Misc","Konami Digital Entertainment",0.4,0.15,0,0.01,0.56
"4597","Cabela's Big Game Hunter 2005 Adventures","PS2","2004","Sports","Activision",0.28,0.21,0,0.07,0.56
"4598","Derby Stallion 04","PS2","2004","Sports","Enterbrain",0,0,0.55,0,0.55
"4599","Shrek 2","XB","2004","Platform","Activision",0.4,0.13,0,0.02,0.55
"4600","Red Dead Revolver","XB","2004","Shooter","Take-Two Interactive",0.4,0.12,0,0.02,0.55
"4601","The SpongeBob SquarePants Movie","XB","2004","Platform","THQ",0.4,0.12,0,0.02,0.54
"4602","SRS: Street Racing Syndicate","PS2","2004","Racing","Namco Bandai Games",0.26,0.21,0,0.07,0.54
"4603","Bratz: Rock Angelz","GBA","2004","Misc","THQ",0.39,0.14,0,0.01,0.54
"4604","Greg Hastings' Tournament Paintball","XB","2004","Shooter","Activision",0.46,0.06,0,0.02,0.54
"4605","World Soccer Winning Eleven 7 International (JP version)","PS2","2004","Sports","Konami Digital Entertainment",0,0,0.54,0,0.54
"4606","Jampack Volume 11","PS2","2004","Misc","Sony Computer Entertainment",0.26,0.2,0,0.07,0.53
"4607","SpongeBob SquarePants: Game Boy Advance Video Volume 2","GBA","2004","Misc","N/A",0.38,0.14,0,0.01,0.53
"4608","NCAA March Madness 2005","PS2","2004","Sports","Electronic Arts",0.44,0.02,0,0.07,0.53
"4609","Conflict: Vietnam","PS2","2004","Shooter","SCi",0.26,0.2,0,0.07,0.53
"4610","2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe","XB","2004","Misc","Sega",0.4,0.11,0,0.02,0.53
"4611","Blitz: The League","XB","2004","Sports","Midway Games",0.4,0.11,0,0.02,0.53
"4612","Ty the Tasmanian Tiger 2: Bush Rescue","PS2","2004","Platform","Electronic Arts",0.26,0.2,0,0.07,0.53
"4613","X-Men Legends","GC","2004","Role-Playing","Activision",0.41,0.11,0,0.01,0.53
"4614","Harry Potter and the Prisoner of Azkaban","GBA","2004","Action","Electronic Arts",0.37,0.14,0,0.01,0.52
"4615","Dynasty Warriors","PSP","2004","Action","Tecmo Koei",0.18,0.01,0.3,0.02,0.51
"4616","World Championship Poker","XB","2004","Misc","Crave Entertainment",0.37,0.11,0,0.02,0.51
"4617","Dragon Ball Z: Supersonic Warriors","GBA","2004","Fighting","Atari",0.36,0.13,0,0.01,0.51
"4618","NBA Ballers","XB","2004","Sports","Midway Games",0.37,0.11,0,0.02,0.51
"4619","Silent Hill 4: The Room","PS2","2004","Action","Konami Digital Entertainment",0.25,0.19,0,0.06,0.51
"4620","The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","GBA","2004","Action","THQ",0.36,0.13,0,0.01,0.5
"4621","Super Robot Taisen MX","PS2","2004","Strategy","Banpresto",0,0,0.5,0,0.5
"4622","Spider-Man 2","DS","2004","Action","Activision",0.41,0.02,0.03,0.04,0.5
"4623","Dead or Alive Ultimate","XB","2004","Fighting","Tecmo Koei",0.3,0.1,0.08,0.02,0.5
"4624","The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","PS2","2004","Action","THQ",0.24,0.19,0,0.06,0.5
"4625","Monster Hunter","PS2","2004","Role-Playing","Capcom",0.11,0.08,0.28,0.03,0.5
"4626","Tony Hawk's Underground 2","GC","2004","Sports","Activision",0.38,0.1,0,0.01,0.5
"4627","Tony Hawk's Underground 2","GBA","2004","Sports","Activision",0.35,0.13,0,0.01,0.49
"4628","GoldenEye: Rogue Agent","XB","2004","Shooter","Electronic Arts",0.34,0.13,0,0.02,0.49
"4629","Backyard Baseball","PS2","2004","Sports","Atari",0.24,0.19,0,0.06,0.49
"4630","Need for Speed: Porsche Unleashed","GBA","2004","Racing","Zoo Digital Publishing",0.35,0.13,0,0.01,0.48
"4631","NFL Street 2","XB","2004","Sports","Electronic Arts",0.36,0.11,0,0.02,0.48
"4632","Godzilla: Save the Earth","PS2","2004","Fighting","Atari",0.23,0.18,0,0.06,0.47
"4633","Metal Gear Solid: The Twin Snakes","GC","2004","Action","Konami Digital Entertainment",0.3,0.08,0.07,0.01,0.47
"4634","Classic NES Series: Pac-Man","GBA","2004","Puzzle","Nintendo",0.25,0.09,0.12,0.01,0.46
"4635","Tak 2: The Staff of Dreams","GBA","2004","Platform","THQ",0.33,0.12,0,0.01,0.46
"4636","NASCAR 2005: Chase for the Cup","XB","2004","Racing","Electronic Arts",0.34,0.1,0,0.02,0.45
"4637","NHL 2005","PS2","2004","Sports","Electronic Arts",0.22,0.17,0,0.06,0.45
"4638","Yu-Gi-Oh! Destiny Board Traveler","GBA","2004","Misc","Konami Digital Entertainment",0.32,0.12,0,0.01,0.45
"4639","Hot Wheels: Stunt Track Challenge","GBA","2004","Racing","THQ",0.32,0.12,0,0.01,0.45
"4640","Samurai Warriors: Xtreme Legends","PS2","2004","Action","Tecmo Koei",0.04,0.03,0.36,0.01,0.45
"4641","NBA Live 2005","GC","2004","Sports","Electronic Arts",0.35,0.09,0,0.01,0.45
"4642","WWE Day of Reckoning","GC","2004","Fighting","THQ",0.35,0.09,0,0.01,0.45
"4643","Scooby-Doo! Mystery Mayhem","PS2","2004","Action","THQ",0.22,0.17,0,0.06,0.45
"4644","Mario Golf: Advance Tour","GBA","2004","Sports","Nintendo",0.32,0.12,0,0.01,0.45
"4645","Yu-Gi-Oh! Capsule Monster Coliseum","PS2","2004","Misc","Konami Digital Entertainment",0.22,0.17,0,0.06,0.44
"4646","Teenage Mutant Ninja Turtles 2: Battle Nexus","PS2","2004","Action","Konami Digital Entertainment",0.22,0.17,0,0.06,0.44
"4647","Van Helsing","PS2","2004","Action","Activision",0.22,0.17,0,0.06,0.44
"4648","The Urbz: Sims in the City (all regions sales)","DS","2004","Simulation","Electronic Arts",0.4,0.01,0.02,0,0.44
"4649","MX Unleashed","XB","2004","Racing","THQ",0.34,0.08,0,0.02,0.44
"4650","Naruto: Gekito Ninja Taisen! 3","GC","2004","Fighting","Tomy Corporation",0,0,0.43,0.01,0.44
"4651","Power Rangers: S.P.D.","GBA","2004","Action","THQ",0.31,0.12,0,0.01,0.44
"4652","Classic NES Series: Metroid","GBA","2004","Adventure","Nintendo",0.26,0.1,0.07,0.01,0.43
"4653","Need for Speed Underground 2","GBA","2004","Racing","Electronic Arts",0.31,0.12,0,0.01,0.43
"4654","InuYasha: The Secret of the Cursed Mask","PS2","2004","Role-Playing","Namco Bandai Games",0.21,0.17,0,0.06,0.43
"4655","The Fairly Odd Parents: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.31,0.11,0,0.01,0.43
"4656","EyeToy: AntiGrav","PS2","2004","Sports","Sony Computer Entertainment",0.36,0.01,0,0.06,0.43
"4657","Famicom Mini: Super Mario Bros. 2","GBA","2004","Platform","Nintendo",0,0,0.41,0.01,0.42
"4658","ESPN NHL 2K5","XB","2004","Sports","Global Star",0.32,0.09,0,0.02,0.42
"4659","American Chopper","PS2","2004","Racing","Zoo Digital Publishing",0.35,0.01,0,0.06,0.42
"4660","Star Wars Trilogy: Apprentice of the Force","GBA","2004","Action","Ubisoft",0.3,0.11,0,0.01,0.42
"4661","Lemony Snicket's A Series of Unfortunate Events","GBA","2004","Platform","Activision",0.3,0.11,0,0.01,0.42
"4662","Jikkyou Powerful Pro Yakyuu 11","PS2","2004","Sports","Konami Digital Entertainment",0,0,0.42,0,0.42
"4663","James Bond 007: Everything or Nothing","GC","2004","Shooter","Electronic Arts",0.32,0.08,0,0.01,0.42
"4664","Dance Dance Revolution Ultramix 2","XB","2004","Simulation","Konami Digital Entertainment",0.32,0.09,0,0.02,0.42
"4665","Mega Man Anniversary Collection","GC","2004","Platform","Capcom",0.32,0.08,0,0.01,0.42
"4666","The Fairly Odd Parents: Game Boy Advance Video Volume 2","GBA","2004","Misc","N/A",0.3,0.11,0,0.01,0.42
"4667","Lord of the Rings: The Third Age","XB","2004","Role-Playing","Electronic Arts",0.31,0.09,0,0.01,0.42
"4668","High Rollers Casino","PS2","2004","Misc","Mud Duck Productions",0.2,0.16,0,0.05,0.42
"4669","The Suffering","PS2","2004","Action","Midway Games",0.2,0.16,0,0.05,0.42
"4670","Power Rangers: Dino Thunder","GC","2004","Action","THQ",0.31,0.08,0,0.01,0.4
"4671","Atari Anthology","PS2","2004","Misc","Atari",0.33,0.01,0,0.05,0.4
"4672","The Urbz: Sims in the City","GC","2004","Simulation","Electronic Arts",0.24,0.14,0,0.02,0.4
"4673","Nicktoons: Freeze Frame Frenzy","GBA","2004","Action","THQ",0.29,0.11,0,0.01,0.4
"4674","SD Gundam G Generation Seed","PS2","2004","Strategy","Namco Bandai Games",0,0,0.4,0,0.4
"4675","Call of Duty: Finest Hour","GC","2004","Shooter","Activision",0.31,0.08,0,0.01,0.4
"4676","Rumble Roses","PS2","2004","Fighting","Konami Digital Entertainment",0.19,0.15,0,0.05,0.39
"4677","Donkey Konga 2","GC","2004","Misc","Nintendo",0.3,0.08,0,0.01,0.39
"4678","Madden NFL 2005","GBA","2004","Sports","Electronic Arts",0.28,0.1,0,0.01,0.39
"4679","ESPN College Hoops 2K5","XB","2004","Sports","Sega",0.29,0.08,0,0.01,0.38
"4680","FlatOut","PS2","2004","Racing","Empire Interactive",0.19,0.15,0,0.05,0.38
"4681","Lilo & Stitch 2: Hämsterviel Havoc","GBA","2004","Action","Disney Interactive Studios",0.27,0.1,0,0.01,0.38
"4682","EyeToy Play 2","PS2","2004","Misc","Sony Computer Entertainment",0.18,0.14,0,0.05,0.38
"4683","Harry Potter and the Prisoner of Azkaban","GC","2004","Action","Electronic Arts",0.29,0.08,0,0.01,0.38
"4684","Cabela's Deer Hunt 2005 Season","PS2","2004","Sports","Activision",0.18,0.14,0,0.05,0.37
"4685","Custom Robo","GC","2004","Role-Playing","Nintendo",0.29,0.07,0,0.01,0.37
"4686","GoldenEye: Rogue Agent","GC","2004","Shooter","Electronic Arts",0.28,0.07,0,0.01,0.36
"4687","MechAssault 2: Lone Wolf","XB","2004","Simulation","Microsoft Game Studios",0.27,0.08,0,0.01,0.36
"4688","Rapala Pro Fishing","PS2","2004","Sports","Zoo Digital Publishing",0.18,0.14,0,0.05,0.36
"4689","J-League Pro Soccer Club o Tsukurou '04","PS2","2004","Sports","Sega",0,0,0.36,0,0.36
"4690","Outlaw Golf 2","PS2","2004","Sports","Global Star",0.17,0.14,0,0.05,0.35
"4691","The Fairly Odd Parents: Shadow Showdown","PS2","2004","Platform","THQ",0.17,0.13,0,0.04,0.35
"4692","NFL Street","GC","2004","Sports","Electronic Arts",0.27,0.07,0,0.01,0.35
"4693","Classic NES Series: Ice Climber","GBA","2004","Platform","Nintendo",0.1,0.04,0.2,0.01,0.34
"4694","Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","PS2","2004","Adventure","Disney Interactive Studios",0.17,0.13,0,0.04,0.34
"4695","The Fairly Odd Parents: Shadow Showdown","GBA","2004","Platform","THQ",0.25,0.09,0,0.01,0.34
"4696","Hitman: Contracts","XB","2004","Shooter","Eidos Interactive",0.26,0.07,0,0.01,0.34
"4697","The Urbz: Sims in the City","XB","2004","Simulation","Electronic Arts",0.22,0.11,0,0.01,0.34
"4698","Leisure Suit Larry: Magna Cum Laude","PS2","2004","Adventure","Vivendi Games",0.17,0.13,0,0.04,0.34
"4699","Ape Escape Academy","PSP","2004","Misc","Sony Computer Entertainment",0.13,0.15,0,0.05,0.33
"4700","Tak 2: The Staff of Dreams","GC","2004","Platform","THQ",0.26,0.07,0,0.01,0.33
"4701","Classic NES Series: Castlevania","GBA","2004","Platform","Nintendo",0.17,0.06,0.09,0.01,0.33
"4702","Pinball Hall of Fame: The Gottlieb Collection","PS2","2004","Misc","Play It",0.16,0.12,0,0.04,0.33
"4703","Teenage Mutant Ninja Turtles 2: Battle Nexus","GBA","2004","Action","Konami Digital Entertainment",0.23,0.09,0,0.01,0.32
"4704","Nicktoons: Movin'","PS2","2004","Action","THQ",0.16,0.12,0,0.04,0.32
"4705","Karaoke Revolution Volume 3","PS2","2004","Misc","Konami Digital Entertainment",0.16,0.12,0,0.04,0.32
"4706","Kingdom Under Fire: The Crusaders","XB","2004","Strategy","Deep Silver",0.24,0.07,0,0.01,0.32
"4707","Dynasty Warriors 4 Empires","PS2","2004","Action","Tecmo Koei",0,0,0.32,0,0.32
"4708","Yu-Gi-Oh! The Dawn of Destiny","XB","2004","Strategy","Konami Digital Entertainment",0.23,0.07,0,0.01,0.31
"4709","Midway Arcade Treasures 2","XB","2004","Misc","Midway Games",0.24,0.05,0,0.01,0.31
"4710","The Sims 2","PC","2004","Simulation","Electronic Arts",0.02,0.24,0,0.05,0.3
"4711","Showdown: Legends of Wrestling","PS2","2004","Fighting","Acclaim Entertainment",0.15,0.11,0,0.04,0.3
"4712","Finding Nemo: The Continuing Adventures","GBA","2004","Action","THQ",0.21,0.08,0,0.01,0.3
"4713","Shark Tale","GC","2004","Action","Activision",0.23,0.06,0,0.01,0.3
"4714","MLB SlugFest Loaded","PS2","2004","Sports","Midway Games",0.14,0.11,0,0.04,0.3
"4715","Mega Man X8","PS2","2004","Platform","Capcom",0.14,0.11,0,0.04,0.29
"4716","The Lord of the Rings: The Third Age","GC","2004","Role-Playing","Electronic Arts",0.22,0.06,0,0.01,0.29
"4717","The Urbz: Sims In the City (US weekly sales)","DS","2004","Simulation","Electronic Arts",0.27,0,0,0.02,0.29
"4718","Feel the Magic XY/XX","DS","2004","Puzzle","Sega",0.17,0,0.1,0.02,0.29
"4719","Final Fantasy X-2: International + Last Mission","PS2","2004","Role-Playing","Square Enix",0,0,0.29,0,0.29
"4720","Psi-Ops: The Mindgate Conspiracy","PS2","2004","Shooter","Midway Games",0.14,0.11,0,0.04,0.29
"4721","Spyro: A Hero's Tail","GC","2004","Platform","Vivendi Games",0.22,0.06,0,0.01,0.29
"4722","F/A-18F Super Hornet","GBA","2004","Simulation","Majesco Entertainment",0.2,0.08,0,0.01,0.28
"4723","Viewtiful Joe","PS2","2004","Action","Capcom",0.14,0.11,0,0.04,0.28
"4724","Backyard Wrestling 2: There Goes the Neighborhood","PS2","2004","Fighting","Eidos Interactive",0.14,0.11,0,0.04,0.28
